Município,Microrregião,Estado
Bady Bassitt,São José do Rio Preto,São Paulo
Altair,São José do Rio Preto,São Paulo
Adolfo,São José do Rio Preto,São Paulo
Vista Alegre do Alto,Catanduva,São Paulo
Tabapuã,Catanduva,São Paulo
Santa Adélia,Catanduva,São Paulo
Pirangi,Catanduva,São Paulo
Pindorama,Catanduva,São Paulo
Paraíso,Catanduva,São Paulo
Palmares Paulista,Catanduva,São Paulo
Novais,Catanduva,São Paulo
Marapoama,Catanduva,São Paulo
Itajobi,Catanduva,São Paulo
Fernando Prestes,Catanduva,São Paulo
Embaúba,Catanduva,São Paulo
Elisiário,Catanduva,São Paulo
Catiguá,Catanduva,São Paulo
Catanduva,Catanduva,São Paulo
Ariranha,Catanduva,São Paulo
Votuporanga,Votuporanga,São Paulo
Valentim Gentil,Votuporanga,São Paulo
Sebastianópolis do Sul,Votuporanga,São Paulo
Riolândia,Votuporanga,São Paulo
Pontes Gestal,Votuporanga,São Paulo
Parisi,Votuporanga,São Paulo
Nhandeara,Votuporanga,São Paulo
Floreal,Votuporanga,São Paulo
Cosmorama,Votuporanga,São Paulo
Cardoso,Votuporanga,São Paulo
Américo de Campos,Votuporanga,São Paulo
Álvares Florence,Votuporanga,São Paulo
Vitória Brasil,Jales,São Paulo
Urânia,Jales,São Paulo
Turmalina,Jales,São Paulo
Suzanápolis,Jales,São Paulo
São Francisco,Jales,São Paulo
Santa Salete,Jales,São Paulo
Santa Albertina,Jales,São Paulo
Populina,Jales,São Paulo
Pontalinda,Jales,São Paulo
Paranapuã,Jales,São Paulo
Palmeira d'Oeste,Jales,São Paulo
Mesópolis,Jales,São Paulo
Marinópolis,Jales,São Paulo
Jales,Jales,São Paulo
Dolcinópolis,Jales,São Paulo
Dirce Reis,Jales,São Paulo
Aspásia,Jales,São Paulo
Aparecida d'Oeste,Jales,São Paulo
São João de Iracema,Fernandópolis,São Paulo
São João das Duas Pontes,Fernandópolis,São Paulo
Pedranópolis,Fernandópolis,São Paulo
Ouroeste,Fernandópolis,São Paulo
Mira Estrela,Fernandópolis,São Paulo
Meridiano,Fernandópolis,São Paulo
Macedônia,Fernandópolis,São Paulo
Indiaporã,Fernandópolis,São Paulo
Guarani d'Oeste,Fernandópolis,São Paulo
Fernandópolis,Fernandópolis,São Paulo
Estrela d'Oeste,Fernandópolis,São Paulo
Três Fronteiras,Santa Fé do Sul,São Paulo
Santa Rita d'Oeste,Santa Fé do Sul,São Paulo
Santana da Ponte Pensa,Santa Fé do Sul,São Paulo
Santa Fé do Sul,Santa Fé do Sul,São Paulo
Santa Clara d'Oeste,Santa Fé do Sul,São Paulo
Rubinéia,Santa Fé do Sul,São Paulo
Nova Canaã Paulista,Santa Fé do Sul,São Paulo
Sertãozinho,Ribeirão Preto,São Paulo
Serrana,Ribeirão Preto,São Paulo
Serra Azul,Ribeirão Preto,São Paulo
São Simão,Ribeirão Preto,São Paulo
Santo Antônio da Alegria,Ribeirão Preto,São Paulo
Santa Rosa de Viterbo,Ribeirão Preto,São Paulo
Santa Ernestina,Ribeirão Preto,São Paulo
Santa Cruz da Esperança,Ribeirão Preto,São Paulo
Ribeirão Preto,Ribeirão Preto,São Paulo
Pradópolis,Ribeirão Preto,São Paulo
Pontal,Ribeirão Preto,São Paulo
Pitangueiras,Ribeirão Preto,São Paulo
Monte Alto,Ribeirão Preto,São Paulo
Luís Antônio,Ribeirão Preto,São Paulo
Jardinópolis,Ribeirão Preto,São Paulo
Jaboticabal,Ribeirão Preto,São Paulo
Guatapará,Ribeirão Preto,São Paulo
Guariba,Ribeirão Preto,São Paulo
Dumont,Ribeirão Preto,São Paulo
Cravinhos,Ribeirão Preto,São Paulo
Cássia dos Coqueiros,Ribeirão Preto,São Paulo
Cajuru,Ribeirão Preto,São Paulo
Brodowski,Ribeirão Preto,São Paulo
Batatais,Ribeirão Preto,São Paulo
Barrinha,Ribeirão Preto,São Paulo
Altinópolis,Ribeirão Preto,São Paulo
Viradouro,Barretos,São Paulo
Terra Roxa,Barretos,São Paulo
Taquaral,Barretos,São Paulo
Taiúva,Barretos,São Paulo
Taiaçu,Barretos,São Paulo
Severínia,Barretos,São Paulo
Olímpia,Barretos,São Paulo
Monte Azul Paulista,Barretos,São Paulo
Jaborandi,Barretos,São Paulo
Guaraci,Barretos,São Paulo
Guaíra,Barretos,São Paulo
Colômbia,Barretos,São Paulo
Colina,Barretos,São Paulo
Cajobi,Barretos,São Paulo
Bebedouro,Barretos,São Paulo
Barretos,Barretos,São Paulo
São José da Bela Vista,Franca,São Paulo
Rifaina,Franca,São Paulo
Ribeirão Corrente,Franca,São Paulo
Restinga,Franca,São Paulo
Pedregulho,Franca,São Paulo
Patrocínio Paulista,Franca,São Paulo
Jeriquara,Franca,São Paulo
Itirapuã,Franca,São Paulo
Franca,Franca,São Paulo
Cristais Paulista,Franca,São Paulo
São Joaquim da Barra,São Joaquim da Barra – Orlândia,São Paulo
Sales Oliveira,São Joaquim da Barra – Orlândia,São Paulo
Orlândia,São Joaquim da Barra – Orlândia,São Paulo
Nuporanga,São Joaquim da Barra – Orlândia,São Paulo
Morro Agudo,São Joaquim da Barra – Orlândia,São Paulo
Ipuã,São Joaquim da Barra – Orlândia,São Paulo
Miguelópolis,Ituverava,São Paulo
Ituverava,Ituverava,São Paulo
Igarapava,Ituverava,São Paulo
Guará,Ituverava,São Paulo
Buritizal,Ituverava,São Paulo
Aramina,Ituverava,São Paulo
Trabiju,Araraquara,São Paulo
Taquaritinga,Araraquara,São Paulo
Tabatinga,Araraquara,São Paulo
Santa Lúcia,Araraquara,São Paulo
Rincão,Araraquara,São Paulo
Nova Europa,Araraquara,São Paulo
Motuca,Araraquara,São Paulo
Matão,Araraquara,São Paulo
Itápolis,Araraquara,São Paulo
Ibitinga,Araraquara,São Paulo
Gavião Peixoto,Araraquara,São Paulo
Dobrada,Araraquara,São Paulo
Cândido Rodrigues,Araraquara,São Paulo
Borborema,Araraquara,São Paulo
Boa Esperança do Sul,Araraquara,São Paulo
Araraquara,Araraquara,São Paulo
Américo Brasiliense,Araraquara,São Paulo
São Carlos,São Carlos,São Paulo
Santa Rita do Passa Quatro,São Carlos,São Paulo
Ribeirão Bonito,São Carlos,São Paulo
Porto Ferreira,São Carlos,São Paulo
Pirassununga,São Carlos,São Paulo
Itirapina,São Carlos,São Paulo
Ibaté,São Carlos,São Paulo
Dourado,São Carlos,São Paulo
Descalvado,São Carlos,São Paulo
Vinhedo,Campinas,São Paulo
Valinhos,Campinas,São Paulo
Sumaré,Campinas,São Paulo
Santo Antônio de Posse,Campinas,São Paulo
Santa Bárbara d'Oeste,Campinas,São Paulo
Pedreira,Campinas,São Paulo
Paulínia,Campinas,São Paulo
Nova Odessa,Campinas,São Paulo
Monte Mor,Campinas,São Paulo
Jaguariúna,Campinas,São Paulo
Indaiatuba,Campinas,São Paulo
Hortolândia,Campinas,São Paulo
Holambra,Campinas,São Paulo
Elias Fausto,Campinas,São Paulo
Cosmópolis,Campinas,São Paulo
Campinas,Campinas,São Paulo
Artur Nogueira,Campinas,São Paulo
Americana,Campinas,São Paulo
Várzea Paulista,Jundiaí,São Paulo
Morungaba,Jundiaí,São Paulo
Louveira,Jundiaí,São Paulo
Jundiaí,Jundiaí,São Paulo
Jarinu,Jundiaí,São Paulo
Itupeva,Jundiaí,São Paulo
Itatiba,Jundiaí,São Paulo
Campo Limpo Paulista,Jundiaí,São Paulo
Cabreúva,Jundiaí,São Paulo
São Pedro,Piracicaba,São Paulo
Santa Maria da Serra,Piracicaba,São Paulo
Saltinho,Piracicaba,São Paulo
Rio das Pedras,Piracicaba,São Paulo
Rafard,Piracicaba,São Paulo
Piracicaba,Piracicaba,São Paulo
Mombuca,Piracicaba,São Paulo
Laranjal Paulista,Piracicaba,São Paulo
Charqueada,Piracicaba,São Paulo
Capivari,Piracicaba,São Paulo
Águas de São Pedro,Piracicaba,São Paulo
Vargem,Bragança Paulista,São Paulo
Tuiuti,Bragança Paulista,São Paulo
Socorro,Bragança Paulista,São Paulo
Piracaia,Bragança Paulista,São Paulo
Pinhalzinho,Bragança Paulista,São Paulo
Pedra Bela,Bragança Paulista,São Paulo
Nazaré Paulista,Bragança Paulista,São Paulo
Joanópolis,Bragança Paulista,São Paulo
Bragança Paulista,Bragança Paulista,São Paulo
Bom Jesus dos Perdões,Bragança Paulista,São Paulo
Atibaia,Bragança Paulista,São Paulo
Limeira,Limeira,São Paulo
Iracemápolis,Limeira,São Paulo
Engenheiro Coelho,Limeira,São Paulo
Cordeirópolis,Limeira,São Paulo
Estiva Gerbi,Mogi Guaçu,São Paulo
Moji Mirim,Mogi Guaçu,São Paulo
Mogi Guaçu,Mogi Guaçu,São Paulo
Itapira,Mogi Guaçu,São Paulo
Vargem Grande do Sul,São João da Boa Vista,São Paulo
Tambaú,São João da Boa Vista,São Paulo
São João da Boa Vista,São João da Boa Vista,São Paulo
Santo Antônio do Jardim,São João da Boa Vista,São Paulo
Santa Cruz das Palmeiras,São João da Boa Vista,São Paulo
Espírito Santo do Pinhal,São João da Boa Vista,São Paulo
Casa Branca,São João da Boa Vista,São Paulo
Águas da Prata,São João da Boa Vista,São Paulo
Aguaí,São João da Boa Vista,São Paulo
Santa Cruz da Conceição,Araras,São Paulo
Leme,Araras,São Paulo
Conchal,Araras,São Paulo
Araras,Araras,São Paulo
Santa Gertrudes,Rio Claro,São Paulo
Rio Claro,Rio Claro,São Paulo
Ipeúna,Rio Claro,São Paulo
Corumbataí,Rio Claro,São Paulo
Analândia,Rio Claro,São Paulo
Tapiratiba,São José do Rio Pardo - Mococa,São Paulo
São Sebastião da Grama,São José do Rio Pardo - Mococa,São Paulo
São José do Rio Pardo,São José do Rio Pardo - Mococa,São Paulo
Mococa,São José do Rio Pardo - Mococa,São Paulo
Itobi,São José do Rio Pardo - Mococa,São Paulo
Divinolândia,São José do Rio Pardo - Mococa,São Paulo
Caconde,São José do Rio Pardo - Mococa,São Paulo
Serra Negra,Amparo,São Paulo
Monte Alegre do Sul,Amparo,São Paulo
Lindóia,Amparo,São Paulo
Amparo,Amparo,São Paulo
Águas de Lindóia,Amparo,São Paulo
São José dos Campos,São José dos Campos,São Paulo
Santa Branca,São José dos Campos,São Paulo
Paraibuna,São José dos Campos,São Paulo
Monteiro Lobato,São José dos Campos,São Paulo
Jambeiro,São José dos Campos,São Paulo
Jacareí,São José dos Campos,São Paulo
Igaratá,São José dos Campos,São Paulo
Caçapava,São José dos Campos,São Paulo
Tremembé,Taubaté - Pindamonhangaba,São Paulo
Taubaté,Taubaté - Pindamonhangaba,São Paulo
São Luís do Paraitinga,Taubaté - Pindamonhangaba,São Paulo
São Bento do Sapucaí,Taubaté - Pindamonhangaba,São Paulo
Santo Antônio do Pinhal,Taubaté - Pindamonhangaba,São Paulo
Redenção da Serra,Taubaté - Pindamonhangaba,São Paulo
Pindamonhangaba,Taubaté - Pindamonhangaba,São Paulo
Natividade da Serra,Taubaté - Pindamonhangaba,São Paulo
Lagoinha,Taubaté - Pindamonhangaba,São Paulo
Campos do Jordão,Taubaté - Pindamonhangaba,São Paulo
Ubatuba,Caraguatatuba - Ubatuba - São Sebastião,São Paulo
São Sebastião,Caraguatatuba - Ubatuba - São Sebastião,São Paulo
Ilhabela,Caraguatatuba - Ubatuba - São Sebastião,São Paulo
Caraguatatuba,Caraguatatuba - Ubatuba - São Sebastião,São Paulo
Roseira,Guaratinguetá,São Paulo
Potim,Guaratinguetá,São Paulo
Piquete,Guaratinguetá,São Paulo
Lorena,Guaratinguetá,São Paulo
Guaratinguetá,Guaratinguetá,São Paulo
Cunha,Guaratinguetá,São Paulo
Canas,Guaratinguetá,São Paulo
Aparecida,Guaratinguetá,São Paulo
Silveiras,Cruzeiro,São Paulo
São José do Barreiro,Cruzeiro,São Paulo
Queluz,Cruzeiro,São Paulo
Lavrinhas,Cruzeiro,São Paulo
Cruzeiro,Cruzeiro,São Paulo
Cachoeira Paulista,Cruzeiro,São Paulo
Bananal,Cruzeiro,São Paulo
Areias,Cruzeiro,São Paulo
Arapeí,Cruzeiro,São Paulo
Doutor Ulysses,Curitiba,Paraná
Tunas do Paraná,Curitiba,Paraná
Tijucas do Sul,Curitiba,Paraná
São José dos Pinhais,Curitiba,Paraná
Rio Negro,Curitiba,Paraná
Rio Branco do Sul,Curitiba,Paraná
Quitandinha,Curitiba,Paraná
Quatro Barras,Curitiba,Paraná
Piraquara,Curitiba,Paraná
Pinhais,Curitiba,Paraná
Piên,Curitiba,Paraná
Mandirituba,Curitiba,Paraná
Lapa,Curitiba,Paraná
Itaperuçu,Curitiba,Paraná
Fazenda Rio Grande,Curitiba,Paraná
Curitiba,Curitiba,Paraná
Contenda,Curitiba,Paraná
Colombo,Curitiba,Paraná
Cerro Azul,Curitiba,Paraná
Campo Magro,Curitiba,Paraná
Campo Largo,Curitiba,Paraná
Campo do Tenente,Curitiba,Paraná
Campina Grande do Sul,Curitiba,Paraná
Bocaiúva do Sul,Curitiba,Paraná
Balsa Nova,Curitiba,Paraná
Araucária,Curitiba,Paraná
Almirante Tamandaré,Curitiba,Paraná
Agudos do Sul,Curitiba,Paraná
Adrianópolis,Curitiba,Paraná
Morretes,Paranaguá,Paraná
Matinhos,Paranaguá,Paraná
Pontal do Paraná,Paranaguá,Paraná
Paranaguá,Paranaguá,Paraná
Guaratuba,Paranaguá,Paraná
Guaraqueçaba,Paranaguá,Paraná
Antonina,Paranaguá,Paraná
União da Vitória,União da Vitória,Paraná
São Mateus do Sul,União da Vitória,Paraná
Porto Vitória,União da Vitória,Paraná
Paulo Frontin,União da Vitória,Paraná
Paula Freitas,União da Vitória,Paraná
General Carneiro,União da Vitória,Paraná
Cruz Machado,União da Vitória,Paraná
Bituruna,União da Vitória,Paraná
Antônio Olinto,União da Vitória,Paraná
Turvo,Guarapuava,Paraná
Reserva do Iguaçu,Guarapuava,Paraná
Prudentópolis,Guarapuava,Paraná
Pinhão,Guarapuava,Paraná
Inácio Martins,Guarapuava,Paraná
Guarapuava,Guarapuava,Paraná
Guamiranga,Guarapuava,Paraná
Goioxim,Guarapuava,Paraná
Foz do Jordão,Guarapuava,Paraná
Cantagalo,Guarapuava,Paraná
Candói,Guarapuava,Paraná
Campina do Simão,Guarapuava,Paraná
Nova Tebas,Pitanga,Paraná
Mato Rico,Pitanga,Paraná
Santa Maria do Oeste,Pitanga,Paraná
Pitanga,Pitanga,Paraná
Palmital,Pitanga,Paraná
Laranjal,Pitanga,Paraná
Boa Ventura de São Roque,Pitanga,Paraná
Nova Aurora,Cascavel,Paraná
Matelândia,Cascavel,Paraná
Vera Cruz do Oeste,Cascavel,Paraná
Três Barras do Paraná,Cascavel,Paraná
Santa Tereza do Oeste,Cascavel,Paraná
Santa Lúcia,Cascavel,Paraná
Ramilândia,Cascavel,Paraná
Lindoeste,Cascavel,Paraná
Iguatu,Cascavel,Paraná
Ibema,Cascavel,Paraná
Guaraniaçu,Cascavel,Paraná
Diamante D'Oeste,Cascavel,Paraná
Diamante do Sul,Cascavel,Paraná
Corbélia,Cascavel,Paraná
Céu Azul,Cascavel,Paraná
Catanduvas,Cascavel,Paraná
Cascavel,Cascavel,Paraná
Capitão Leônidas Marques,Cascavel,Paraná
Campo Bonito,Cascavel,Paraná
Cafelândia,Cascavel,Paraná
Braganey,Cascavel,Paraná
Boa Vista da Aparecida,Cascavel,Paraná
Anahy,Cascavel,Paraná
Missal,Foz do Iguaçu,Paraná
Medianeira,Foz do Iguaçu,Paraná
Serranópolis do Iguaçu,Foz do Iguaçu,Paraná
São Miguel do Iguaçu,Foz do Iguaçu,Paraná
Santa Terezinha de Itaipu,Foz do Iguaçu,Paraná
Itaipulândia,Foz do Iguaçu,Paraná
Foz do Iguaçu,Foz do Iguaçu,Paraná
Ouro Verde do Oeste,Toledo,Paraná
Maripá,Toledo,Paraná
Tupãssi,Toledo,Paraná
Toledo,Toledo,Paraná
Terra Roxa,Toledo,Paraná
São Pedro do Iguaçu,Toledo,Paraná
São José das Palmeiras,Toledo,Paraná
Santa Helena,Toledo,Paraná
Palotina,Toledo,Paraná
Jesuítas,Toledo,Paraná
Iracema do Oeste,Toledo,Paraná
Guaíra,Toledo,Paraná
Formosa do Oeste,Toledo,Paraná
Assis Chateaubriand,Toledo,Paraná
Nova Esperança do Sudoeste,Francisco Beltrão,Paraná
Marmeleiro,Francisco Beltrão,Paraná
Verê,Francisco Beltrão,Paraná
Santo Antônio do Sudoeste,Francisco Beltrão,Paraná
Santa Izabel do Oeste,Francisco Beltrão,Paraná
Salgado Filho,Francisco Beltrão,Paraná
Renascença,Francisco Beltrão,Paraná
Realeza,Francisco Beltrão,Paraná
Pranchita,Francisco Beltrão,Paraná
Planalto,Francisco Beltrão,Paraná
Pinhal de São Bento,Francisco Beltrão,Paraná
Pérola d'Oeste,Francisco Beltrão,Paraná
Manfrinópolis,Francisco Beltrão,Paraná
Francisco Beltrão,Francisco Beltrão,Paraná
Flor da Serra do Sul,Francisco Beltrão,Paraná
Enéas Marques,Francisco Beltrão,Paraná
Capanema,Francisco Beltrão,Paraná
Bom Jesus do Sul,Francisco Beltrão,Paraná
Bela Vista da Caroba,Francisco Beltrão,Paraná
Barracão,Francisco Beltrão,Paraná
Ampére,Francisco Beltrão,Paraná
Palmas,Pato Branco,Paraná
Mariópolis,Pato Branco,Paraná
Vitorino,Pato Branco,Paraná
Sulina,Pato Branco,Paraná
Saudade do Iguaçu,Pato Branco,Paraná
São João,Pato Branco,Paraná
Pato Branco,Pato Branco,Paraná
Mangueirinha,Pato Branco,Paraná
Itapejara d'Oeste,Pato Branco,Paraná
Honório Serpa,Pato Branco,Paraná
Coronel Vivida,Pato Branco,Paraná
Coronel Domingos Soares,Pato Branco,Paraná
Clevelândia,Pato Branco,Paraná
Chopinzinho,Pato Branco,Paraná
Bom Sucesso do Sul,Pato Branco,Paraná
Nova Laranjeiras,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Marquinho,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Virmond,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Rio Bonito do Iguaçu,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Quedas do Iguaçu,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Porto Barreiro,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Laranjeiras do Sul,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Espigão Alto do Iguaçu,Laranjeiras do Sul - Quedas do Iguaçu,Paraná
Nova Prata do Iguaçu,Dois Vizinhos,Paraná
São Jorge d'Oeste,Dois Vizinhos,Paraná
Salto do Lontra,Dois Vizinhos,Paraná
Dois Vizinhos,Dois Vizinhos,Paraná
Cruzeiro do Iguaçu,Dois Vizinhos,Paraná
Boa Esperança do Iguaçu,Dois Vizinhos,Paraná
Nova Santa Rosa,Marechal Cândido Rondon,Paraná
Mercedes,Marechal Cândido Rondon,Paraná
Marechal Cândido Rondon,Marechal Cândido Rondon,Paraná
Quatro Pontes,Marechal Cândido Rondon,Paraná
Pato Bragado,Marechal Cândido Rondon,Paraná
Entre Rios do Oeste,Marechal Cândido Rondon,Paraná
Paiçandu,Maringá,Paraná
Ourizona,Maringá,Paraná
Nova Esperança,Maringá,Paraná
Munhoz de Melo,Maringá,Paraná
Maringá,Maringá,Paraná
Marialva,Maringá,Paraná
Uniflor,Maringá,Paraná
Sarandi,Maringá,Paraná
São Jorge do Ivaí,Maringá,Paraná
Santa Fé,Maringá,Paraná
Presidente Castelo Branco,Maringá,Paraná
Mandaguari,Maringá,Paraná
Mandaguaçu,Maringá,Paraná
Ivatuba,Maringá,Paraná
Itambé,Maringá,Paraná
Iguaraçu,Maringá,Paraná
Flórida,Maringá,Paraná
Floresta,Maringá,Paraná
Floraí,Maringá,Paraná
Doutor Camargo,Maringá,Paraná
Atalaia,Maringá,Paraná
Astorga,Maringá,Paraná
Ângulo,Maringá,Paraná
Nova Cantu,Campo Mourão,Paraná
Moreira Sales,Campo Mourão,Paraná
Ubiratã,Campo Mourão,Paraná
Roncador,Campo Mourão,Paraná
Rancho Alegre D'Oeste,Campo Mourão,Paraná
Quinta do Sol,Campo Mourão,Paraná
Quarto Centenário,Campo Mourão,Paraná
Peabiru,Campo Mourão,Paraná
Mamborê,Campo Mourão,Paraná
Luiziana,Campo Mourão,Paraná
Juranda,Campo Mourão,Paraná
Janiópolis,Campo Mourão,Paraná
Iretama,Campo Mourão,Paraná
Goioerê,Campo Mourão,Paraná
Fênix,Campo Mourão,Paraná
Farol,Campo Mourão,Paraná
Engenheiro Beltrão,Campo Mourão,Paraná
Corumbataí do Sul,Campo Mourão,Paraná
Campo Mourão,Campo Mourão,Paraná
Campina da Lagoa,Campo Mourão,Paraná
Boa Esperança,Campo Mourão,Paraná
Barbosa Ferraz,Campo Mourão,Paraná
Araruna,Campo Mourão,Paraná
Altamira do Paraná,Campo Mourão,Paraná
Nova Olímpia,Umuarama,Paraná
Mariluz,Umuarama,Paraná
Maria Helena,Umuarama,Paraná
Xambrê,Umuarama,Paraná
Alto Paraíso,Umuarama,Paraná
Umuarama,Umuarama,Paraná
Tapira,Umuarama,Paraná
São Jorge do Patrocínio,Umuarama,Paraná
Pérola,Umuarama,Paraná
Perobal,Umuarama,Paraná
Ivaté,Umuarama,Paraná
Iporã,Umuarama,Paraná
Icaraíma,Umuarama,Paraná
Francisco Alves,Umuarama,Paraná
Esperança Nova,Umuarama,Paraná
Douradina,Umuarama,Paraná
Cruzeiro do Oeste,Umuarama,Paraná
Cidade Gaúcha,Umuarama,Paraná
Cafezal do Sul,Umuarama,Paraná
Brasilândia do Sul,Umuarama,Paraná
Alto Piquiri,Umuarama,Paraná
Altônia,Umuarama,Paraná
Nova Londrina,Paranavaí,Paraná
Nova Aliança do Ivaí,Paranavaí,Paraná
Mirador,Paranavaí,Paraná
Marilena,Paranavaí,Paraná
Terra Rica,Paranavaí,Paraná
Tamboara,Paranavaí,Paraná
São João do Caiuá,Paranavaí,Paraná
São Carlos do Ivaí,Paranavaí,Paraná
Santo Antônio do Caiuá,Paranavaí,Paraná
Planaltina do Paraná,Paranavaí,Paraná
Paranavaí,Paranavaí,Paraná
Paraíso do Norte,Paranavaí,Paraná
Itaúna do Sul,Paranavaí,Paraná
Guairaçá,Paranavaí,Paraná
Diamante do Norte,Paranavaí,Paraná
Amaporã,Paranavaí,Paraná
Alto Paraná,Paranavaí,Paraná
Tuneiras do Oeste,Cianorte,Paraná
Terra Boa,Cianorte,Paraná
Tapejara,Cianorte,Paraná
São Tomé,Cianorte,Paraná
São Manoel do Paraná,Cianorte,Paraná
Rondon,Cianorte,Paraná
Jussara,Cianorte,Paraná
Japurá,Cianorte,Paraná
Indianópolis,Cianorte,Paraná
Guaporema,Cianorte,Paraná
Cianorte,Cianorte,Paraná
Nossa Senhora das Graças,Paranacity - Colorado,Paraná
Santo Inácio,Paranacity - Colorado,Paraná
Santa Inês,Paranacity - Colorado,Paraná
Paranapoema,Paranacity - Colorado,Paraná
Paranacity,Paranacity - Colorado,Paraná
Lobato,Paranacity - Colorado,Paraná
Jardim Olinda,Paranacity - Colorado,Paraná
Itaguajé,Paranacity - Colorado,Paraná
Inajá,Paranacity - Colorado,Paraná
Cruzeiro do Sul,Paranacity - Colorado,Paraná
Colorado,Paranacity - Colorado,Paraná
São Pedro do Paraná,Loanda,Paraná
Santa Mônica,Loanda,Paraná
Santa Isabel do Ivaí,Loanda,Paraná
Santa Cruz de Monte Castelo,Loanda,Paraná
Querência do Norte,Loanda,Paraná
Porto Rico,Loanda,Paraná
Loanda,Loanda,Paraná
Miraselva,Londrina,Paraná
Tamarana,Londrina,Paraná
Sertanópolis,Londrina,Paraná
Sabáudia,Londrina,Paraná
Rolândia,Londrina,Paraná
Primeiro de Maio,Londrina,Paraná
Prado Ferreira,Londrina,Paraná
Porecatu,Londrina,Paraná
Pitangueiras,Londrina,Paraná
Lupionópolis,Londrina,Paraná
Londrina,Londrina,Paraná
Jataizinho,Londrina,Paraná
Jaguapitã,Londrina,Paraná
Ibiporã,Londrina,Paraná
Guaraci,Londrina,Paraná
Florestópolis,Londrina,Paraná
Centenário do Sul,Londrina,Paraná
Cambé,Londrina,Paraná
Cafeara,Londrina,Paraná
Bela Vista do Paraíso,Londrina,Paraná
Assaí,Londrina,Paraná
Arapongas,Londrina,Paraná
